Printout for SDDS file one.twi

       s            betax          alphax          etax          etaxp     
       m              m                             m                      
---------------------------------------------------------------------------
  1.452334e+02   1.549021e+01   8.642062e-01   2.390689e-04   1.334147e-04 
  1.482775e+02   1.127128e+01   5.216288e-01   6.364070e-04   1.316921e-04 
  1.483271e+02   1.121990e+01   5.160405e-01   6.429277e-04   1.316921e-04 
  1.483271e+02   1.121990e+01   5.160405e-01   6.429277e-04   1.316921e-04 
  1.486521e+02   1.089640e+01   4.793604e-01   6.857276e-04   1.316921e-04 
  1.488021e+02   1.089701e+01  -4.834278e-01   7.088568e-04   1.770022e-04 
  1.488021e+02   1.089701e+01  -4.834278e-01   7.088568e-04   1.770022e-04 
  1.488021e+02   1.089701e+01  -4.834278e-01   7.088568e-04   1.770022e-04 
  1.488021e+02   1.089701e+01  -4.834278e-01   7.088568e-04   1.856016e-04 
  1.488021e+02   1.089701e+01  -4.834278e-01   7.088568e-04   1.856016e-04 
  1.491271e+02   1.122319e+01  -5.202226e-01   7.691774e-04   1.856016e-04 
  1.491766e+02   1.127499e+01  -5.258285e-01   7.783674e-04   1.856016e-04 
  1.522207e+02   1.552285e+01  -8.695325e-01   1.325533e-03   1.833550e-04 
  1.522702e+02   1.560924e+01  -8.751341e-01   1.334612e-03   1.833550e-04 
  1.523811e+02   1.580477e+01  -8.876823e-01   1.354950e-03   1.833550e-04 
  1.524306e+02   1.589295e+01  -8.932839e-01   1.364029e-03   1.833550e-04 
